Municipios;Edad (grupos quinquenales);Sexo;Periodo;Total
19017 Algora;Todas las edades;Total;1 de enero de 2022;80
03012 Algorfa;Todas las edades;Total;1 de enero de 2022;3.513
25016 Alguaire;Todas las edades;Total;1 de enero de 2022;3.040
30007 Alguazas;Todas las edades;Total;1 de enero de 2022;9.965
03013 Algueña;Todas las edades;Total;1 de enero de 2022;1.351
04010 Alhabia;Todas las edades;Total;1 de enero de 2022;685
04011 Alhama de Almería;Todas las edades;Total;1 de enero de 2022;3.757
50020 Alhama de Aragón;Todas las edades;Total;1 de enero de 2022;964
18013 Alhama de Granada;Todas las edades;Total;1 de enero de 2022;5.703
30008 Alhama de Murcia;Todas las edades;Total;1 de enero de 2022;22.691
13010 Alhambra;Todas las edades;Total;1 de enero de 2022;983
29007 Alhaurín de la Torre;Todas las edades;Total;1 de enero de 2022;42.531
29008 Alhaurín el Grande;Todas las edades;Total;1 de enero de 2022;26.436
18014 Alhendín;Todas las edades;Total;1 de enero de 2022;9.941
19018 Alhóndiga;Todas las edades;Total;1 de enero de 2022;158
10017 Alía;Todas las edades;Total;1 de enero de 2022;761
44017 Aliaga;Todas las edades;Total;1 de enero de 2022;323
16014 Aliaguilla;Todas las edades;Total;1 de enero de 2022;634
03014 Alicante/Alacant;Todas las edades;Total;1 de enero de 2022;338.577
04012 Alicún;Todas las edades;Total;1 de enero de 2022;214
18015 Alicún de Ortega;Todas las edades;Total;1 de enero de 2022;458
24003 Alija del Infantado;Todas las edades;Total;1 de enero de 2022;569
25017 Alins;Todas las edades;Total;1 de enero de 2022;285
43010 Alió;Todas las edades;Total;1 de enero de 2022;496
19019 Alique;Todas las edades;Total;1 de enero de 2022;13
10018 Aliseda;Todas las edades;Total;1 de enero de 2022;1.751
42016 Aliud;Todas las edades;Total;1 de enero de 2022;22
21002 Aljaraque;Todas las edades;Total;1 de enero de 2022;22.078
06009 Aljucén;Todas las edades;Total;1 de enero de 2022;243
20006 Alkiza;Todas las edades;Total;1 de enero de 2022;357
33001 Allande;Todas las edades;Total;1 de enero de 2022;1.574
32001 Allariz;Todas las edades;Total;1 de enero de 2022;6.348
44021 Allepuz;Todas las edades;Total;1 de enero de 2022;124
33002 Aller;Todas las edades;Total;1 de enero de 2022;10.201
31011 Allín/Allin;Todas las edades;Total;1 de enero de 2022;879
31012 Allo;Todas las edades;Total;1 de enero de 2022;939
44022 Alloza;Todas las edades;Total;1 de enero de 2022;553
44023 Allueva;Todas las edades;Total;1 de enero de 2022;21
25019 Almacelles;Todas las edades;Total;1 de enero de 2022;6.922
29009 Almáchar;Todas las edades;Total;1 de enero de 2022;1.840
13011 Almadén;Todas las edades;Total;1 de enero de 2022;5.069
41009 Almadén de la Plata;Todas las edades;Total;1 de enero de 2022;1.326
13012 Almadenejos;Todas las edades;Total;1 de enero de 2022;391
19020 Almadrones;Todas las edades;Total;1 de enero de 2022;54
13013 Almagro;Todas las edades;Total;1 de enero de 2022;8.907
42017 Almajano;Todas las edades;Total;1 de enero de 2022;178
42018 Almaluez;Todas las edades;Total;1 de enero de 2022;132
02009 Almansa;Todas las edades;Total;1 de enero de 2022;24.224
24004 Almanza;Todas las edades;Total;1 de enero de 2022;603
10019 Almaraz;Todas las edades;Total;1 de enero de 2022;1.687
49007 Almaraz de Duero;Todas las edades;Total;1 de enero de 2022;401
16015 Almarcha, La;Todas las edades;Total;1 de enero de 2022;425
29010 Almargen;Todas las edades;Total;1 de enero de 2022;1.927
42019 Almarza;Todas las edades;Total;1 de enero de 2022;612
26012 Almarza de Cameros;Todas las edades;Total;1 de enero de 2022;37
46032 Almàssera;Todas las edades;Total;1 de enero de 2022;7.482
12009 Almassora;Todas las edades;Total;1 de enero de 2022;27.383
25020 Almatret;Todas las edades;Total;1 de enero de 2022;302
42020 Almazán;Todas las edades;Total;1 de enero de 2022;5.438
42021 Almazul;Todas las edades;Total;1 de enero de 2022;60
12010 Almedíjar;Todas las edades;Total;1 de enero de 2022;269
13014 Almedina;Todas las edades;Total;1 de enero de 2022;489
14004 Almedinilla;Todas las edades;Total;1 de enero de 2022;2.350
18016 Almegíjar;Todas las edades;Total;1 de enero de 2022;328
49008 Almeida de Sayago;Todas las edades;Total;1 de enero de 2022;414
25021 Almenar;Todas las edades;Total;1 de enero de 2022;3.401
42022 Almenar de Soria;Todas las edades;Total;1 de enero de 2022;233
12011 Almenara;Todas las edades;Total;1 de enero de 2022;6.388
47008 Almenara de Adaja;Todas las edades;Total;1 de enero de 2022;23
37027 Almenara de Tormes;Todas las edades;Total;1 de enero de 2022;303
37028 Almendra;Todas las edades;Total;1 de enero de 2022;135
06010 Almendral;Todas las edades;Total;1 de enero de 2022;1.207
45011 Almendral de la Cañada;Todas las edades;Total;1 de enero de 2022;322
06011 Almendralejo;Todas las edades;Total;1 de enero de 2022;33.669
21003 Almendro, El;Todas las edades;Total;1 de enero de 2022;848
16016 Almendros;Todas las edades;Total;1 de enero de 2022;234
41010 Almensilla;Todas las edades;Total;1 de enero de 2022;6.415
04013 Almería;Todas las edades;Total;1 de enero de 2022;199.237
46033 Almiserà;Todas las edades;Total;1 de enero de 2022;260
50021 Almochuel;Todas las edades;Total;1 de enero de 2022;22
04014 Almócita;Todas las edades;Total;1 de enero de 2022;201
13015 Almodóvar del Campo;Todas las edades;Total;1 de enero de 2022;5.873
16017 Almodóvar del Pinar;Todas las edades;Total;1 de enero de 2022;386
14005 Almodóvar del Río;Todas las edades;Total;1 de enero de 2022;8.093
29011 Almogía;Todas las edades;Total;1 de enero de 2022;3.885
19021 Almoguera;Todas las edades;Total;1 de enero de 2022;1.284
44018 Almohaja;Todas las edades;Total;1 de enero de 2022;16
10020 Almoharín;Todas las edades;Total;1 de enero de 2022;1.782
46034 Almoines;Todas las edades;Total;1 de enero de 2022;2.473
50022 Almolda, La;Todas las edades;Total;1 de enero de 2022;549
50023 Almonacid de la Cuba;Todas las edades;Total;1 de enero de 2022;234
50024 Almonacid de la Sierra;Todas las edades;Total;1 de enero de 2022;756
45012 Almonacid de Toledo;Todas las edades;Total;1 de enero de 2022;885
19022 Almonacid de Zorita;Todas las edades;Total;1 de enero de 2022;659
16018 Almonacid del Marquesado;Todas las edades;Total;1 de enero de 2022;424
21004 Almonaster la Real;Todas las edades;Total;1 de enero de 2022;1.785
21005 Almonte;Todas las edades;Total;1 de enero de 2022;25.448
03015 Almoradí;Todas las edades;Total;1 de enero de 2022;21.401
45013 Almorox;Todas las edades;Total;1 de enero de 2022;2.317
43011 Almoster;Todas las edades;Total;1 de enero de 2022;1.334
03016 Almudaina;Todas las edades;Total;1 de enero de 2022;112
22021 Almudévar;Todas las edades;Total;1 de enero de 2022;2.394
50025 Almunia de Doña Godina, La;Todas las edades;Total;1 de enero de 2022;7.943
22022 Almunia de San Juan;Todas las edades;Total;1 de enero de 2022;707
22023 Almuniente;Todas las edades;Total;1 de enero de 2022;453
18017 Almuñécar;Todas las edades;Total;1 de enero de 2022;26.748
13016 Almuradiel;Todas las edades;Total;1 de enero de 2022;740
46035 Almussafes;Todas las edades;Total;1 de enero de 2022;8.929
44019 Alobras;Todas las edades;Total;1 de enero de 2022;67
19023 Alocén;Todas las edades;Total;1 de enero de 2022;159
48912 Alonsotegi;Todas las edades;Total;1 de enero de 2022;2.960
29012 Álora;Todas las edades;Total;1 de enero de 2022;13.382
25022 Alòs de Balaguer;Todas las edades;Total;1 de enero de 2022;121
21006 Alosno;Todas las edades;Total;1 de enero de 2022;3.940
19024 Alovera;Todas las edades;Total;1 de enero de 2022;13.142
29013 Alozaina;Todas las edades;Total;1 de enero de 2022;2.089
17006 Alp;Todas las edades;Total;1 de enero de 2022;1.717
29014 Alpandeire;Todas las edades;Total;1 de enero de 2022;266
42023 Alpanseque;Todas las edades;Total;1 de enero de 2022;53
50026 Alpartir;Todas las edades;Total;1 de enero de 2022;602
28010 Alpedrete;Todas las edades;Total;1 de enero de 2022;15.006
08004 Alpens;Todas las edades;Total;1 de enero de 2022;281
44020 Alpeñés;Todas las edades;Total;1 de enero de 2022;20
02010 Alpera;Todas las edades;Total;1 de enero de 2022;2.245
25023 Alpicat;Todas las edades;Total;1 de enero de 2022;6.333
46036 Alpuente;Todas las edades;Total;1 de enero de 2022;670
18904 Alpujarra de la Sierra;Todas las edades;Total;1 de enero de 2022;922
03017 Alqueria d'Asnar, l';Todas las edades;Total;1 de enero de 2022;489
46037 Alqueria de la Comtessa, l';Todas las edades;Total;1 de enero de 2022;1.478
12901 Alqueries, les/Alquerías del Niño Perdido;Todas las edades;Total;1 de enero de 2022;4.511
22024 Alquézar;Todas las edades;Total;1 de enero de 2022;354
18018 Alquife;Todas las edades;Total;1 de enero de 2022;586
04015 Alsodux;Todas las edades;Total;1 de enero de 2022;129
25024 Alt Àneu;Todas las edades;Total;1 de enero de 2022;441
09013 Altable;Todas las edades;Total;1 de enero de 2022;47
43012 Altafulla;Todas las edades;Total;1 de enero de 2022;5.609
16019 Altarejos;Todas las edades;Total;1 de enero de 2022;205
03018 Altea;Todas las edades;Total;1 de enero de 2022;23.010
22025 Altorricón;Todas las edades;Total;1 de enero de 2022;1.416
09014 Altos, Los;Todas las edades;Total;1 de enero de 2022;178
31010 Altsasu/Alsasua;Todas las edades;Total;1 de enero de 2022;7.504
12012 Altura;Todas las edades;Total;1 de enero de 2022;3.667
20906 Altzaga;Todas las edades;Total;1 de enero de 2022;178
20007 Altzo;Todas las edades;Total;1 de enero de 2022;428
19027 Alustante;Todas las edades;Total;1 de enero de 2022;145
46017 Alzira;Todas las edades;Total;1 de enero de 2022;45.451
05012 Amavida;Todas las edades;Total;1 de enero de 2022;133
34009 Amayuelas de Arriba;Todas las edades;Total;1 de enero de 2022;40
50027 Ambel;Todas las edades;Total;1 de enero de 2022;253
28011 Ambite;Todas las edades;Total;1 de enero de 2022;648
17007 Amer;Todas las edades;Total;1 de enero de 2022;2.422
15002 Ames;Todas las edades;Total;1 de enero de 2022;32.095
31013 Améscoa Baja;Todas las edades;Total;1 de enero de 2022;732
43013 Ametlla de Mar, L';Todas las edades;Total;1 de enero de 2022;7.209
08005 Ametlla del Vallès, L';Todas las edades;Total;1 de enero de 2022;9.020
09016 Ameyugo;Todas las edades;Total;1 de enero de 2022;121
20008 Amezketa;Todas las edades;Total;1 de enero de 2022;948
33003 Amieva;Todas las edades;Total;1 de enero de 2022;603
32002 Amoeiro;Todas las edades;Total;1 de enero de 2022;2.369
48003 Amorebieta-Etxano;Todas las edades;Total;1 de enero de 2022;19.587
48004 Amoroto;Todas las edades;Total;1 de enero de 2022;398
43906 Ampolla, L';Todas las edades;Total;1 de enero de 2022;3.563
43014 Amposta;Todas las edades;Total;1 de enero de 2022;21.807
34010 Ampudia;Todas las edades;Total;1 de enero de 2022;600
39002 Ampuero;Todas las edades;Total;1 de enero de 2022;4.384
01002 Amurrio;Todas las edades;Total;1 de enero de 2022;10.281
34011 Amusco;Todas las edades;Total;1 de enero de 2022;415
47009 Amusquillo;Todas las edades;Total;1 de enero de 2022;99
44024 Anadón;Todas las edades;Total;1 de enero de 2022;33
40017 Anaya;Todas las edades;Total;1 de enero de 2022;126
37029 Anaya de Alba;Todas las edades;Total;1 de enero de 2022;185
28012 Anchuelo;Todas las edades;Total;1 de enero de 2022;1.354
13017 Anchuras;Todas las edades;Total;1 de enero de 2022;265
31014 Ancín/Antzin;Todas las edades;Total;1 de enero de 2022;332
49009 Andavías;Todas las edades;Total;1 de enero de 2022;445
46038 Andilla;Todas las edades;Total;1 de enero de 2022;316
20009 Andoain;Todas las edades;Total;1 de enero de 2022;14.504
44025 Andorra;Todas las edades;Total;1 de enero de 2022;7.201
31015 Andosilla;Todas las edades;Total;1 de enero de 2022;2.818
07005 Andratx;Todas las edades;Total;1 de enero de 2022;11.735
23005 Andújar;Todas las edades;Total;1 de enero de 2022;36.030
50028 Anento;Todas las edades;Total;1 de enero de 2022;101
17008 Anglès;Todas las edades;Total;1 de enero de 2022;5.682
25027 Anglesola;Todas las edades;Total;1 de enero de 2022;1.350
19031 Angón;Todas las edades;Total;1 de enero de 2022;10
26013 Anguciana;Todas las edades;Total;1 de enero de 2022;446
22027 Angüés;Todas las edades;Total;1 de enero de 2022;368
26014 Anguiano;Todas las edades;Total;1 de enero de 2022;524
19032 Anguita;Todas las edades;Total;1 de enero de 2022;155
09017 Anguix;Todas las edades;Total;1 de enero de 2022;162
39003 Anievas;Todas las edades;Total;1 de enero de 2022;267
50029 Aniñón;Todas las edades;Total;1 de enero de 2022;659
46039 Anna;Todas las edades;Total;1 de enero de 2022;2.583
20010 Anoeta;Todas las edades;Total;1 de enero de 2022;2.079
19033 Anquela del Ducado;Todas las edades;Total;1 de enero de 2022;54
19034 Anquela del Pedregal;Todas las edades;Total;1 de enero de 2022;26
22028 Ansó;Todas las edades;Total;1 de enero de 2022;406
31016 Ansoáin/Antsoain;Todas las edades;Total;1 de enero de 2022;10.588
04016 Antas;Todas las edades;Total;1 de enero de 2022;3.339
27003 Antas de Ulla;Todas las edades;Total;1 de enero de 2022;1.918
46040 Antella;Todas las edades;Total;1 de enero de 2022;1.130
29015 Antequera;Todas las edades;Total;1 de enero de 2022;41.184
35003 Antigua;Todas las edades;Total;1 de enero de 2022;12.940
24005 Antigua, La;Todas las edades;Total;1 de enero de 2022;333
34012 Antigüedad;Todas las edades;Total;1 de enero de 2022;347
22029 Antillón;Todas las edades;Total;1 de enero de 2022;136
20011 Antzuola;Todas las edades;Total;1 de enero de 2022;2.071
31017 Anue;Todas las edades;Total;1 de enero de 2022;490
01049 Añana;Todas las edades;Total;1 de enero de 2022;156
40018 Añe;Todas las edades;Total;1 de enero de 2022;69
50030 Añón de Moncayo;Todas las edades;Total;1 de enero de 2022;202
14006 Añora;Todas las edades;Total;1 de enero de 2022;1.509
31018 Añorbe;Todas las edades;Total;1 de enero de 2022;605
45014 Añover de Tajo;Todas las edades;Total;1 de enero de 2022;5.225
37030 Añover de Tormes;Todas las edades;Total;1 de enero de 2022;89
31019 Aoiz/Agoitz;Todas las edades;Total;1 de enero de 2022;2.892
37031 Arabayona de Mógica;Todas las edades;Total;1 de enero de 2022;338
21007 Aracena;Todas las edades;Total;1 de enero de 2022;8.240
38004 Arafo;Todas las edades;Total;1 de enero de 2022;5.623
22032 Aragüés del Puerto;Todas las edades;Total;1 de enero de 2022;117
41011 Arahal;Todas las edades;Total;1 de enero de 2022;19.476
40019 Arahuetes;Todas las edades;Total;1 de enero de 2022;26
31020 Araitz;Todas las edades;Total;1 de enero de 2022;512
48005 Arakaldo;Todas las edades;Total;1 de enero de 2022;158
31025 Arakil;Todas las edades;Total;1 de enero de 2022;967
20012 Arama;Todas las edades;Total;1 de enero de 2022;192
01003 Aramaio;Todas las edades;Total;1 de enero de 2022;1.431
31021 Aranarache/Aranaratxe;Todas las edades;Total;1 de enero de 2022;71
42024 Arancón;Todas las edades;Total;1 de enero de 2022;82
09018 Aranda de Duero;Todas las edades;Total;1 de enero de 2022;33.172
50031 Aranda de Moncayo;Todas las edades;Total;1 de enero de 2022;132
50032 Arándiga;Todas las edades;Total;1 de enero de 2022;287
09019 Arandilla;Todas las edades;Total;1 de enero de 2022;153
16020 Arandilla del Arroyo;Todas las edades;Total;1 de enero de 2022;9
15003 Aranga;Todas las edades;Total;1 de enero de 2022;1.837
31023 Aranguren;Todas las edades;Total;1 de enero de 2022;12.156
28013 Aranjuez;Todas las edades;Total;1 de enero de 2022;59.762
31024 Arano;Todas las edades;Total;1 de enero de 2022;111
31022 Arantza;Todas las edades;Total;1 de enero de 2022;591
48006 Arantzazu;Todas las edades;Total;1 de enero de 2022;401
19036 Aranzueque;Todas las edades;Total;1 de enero de 2022;358
12013 Arañuel;Todas las edades;Total;1 de enero de 2022;162
37032 Arapiles;Todas las edades;Total;1 de enero de 2022;693
31026 Aras;Todas las edades;Total;1 de enero de 2022;154
46041 Aras de los Olmos;Todas las edades;Total;1 de enero de 2022;380
09020 Arauzo de Miel;Todas las edades;Total;1 de enero de 2022;278
09021 Arauzo de Salce;Todas las edades;Total;1 de enero de 2022;46
09022 Arauzo de Torre;Todas las edades;Total;1 de enero de 2022;74
19037 Arbancón;Todas las edades;Total;1 de enero de 2022;145
25029 Arbeca;Todas las edades;Total;1 de enero de 2022;2.100
19038 Arbeteta;Todas las edades;Total;1 de enero de 2022;19
31027 Arbizu;Todas las edades;Total;1 de enero de 2022;1.124
36001 Arbo;Todas las edades;Total;1 de enero de 2022;2.622
43016 Arboç, L';Todas las edades;Total;1 de enero de 2022;5.604
04017 Arboleas;Todas las edades;Total;1 de enero de 2022;4.532
43015 Arbolí;Todas las edades;Total;1 de enero de 2022;122
17009 Arbúcies;Todas las edades;Total;1 de enero de 2022;6.474
16905 Arcas;Todas las edades;Total;1 de enero de 2022;1.994
31028 Arce/Artzi;Todas las edades;Total;1 de enero de 2022;278
37033 Arcediano;Todas las edades;Total;1 de enero de 2022;97
49010 Arcenillas;Todas las edades;Total;1 de enero de 2022;447
30009 Archena;Todas las edades;Total;1 de enero de 2022;19.622
29016 Árchez;Todas las edades;Total;1 de enero de 2022;396
29017 Archidona;Todas las edades;Total;1 de enero de 2022;8.024
45015 Arcicóllar;Todas las edades;Total;1 de enero de 2022;1.004
37034 Arco, El;Todas las edades;Total;1 de enero de 2022;91
34015 Arconada;Todas las edades;Total;1 de enero de 2022;42
40020 Arcones;Todas las edades;Total;1 de enero de 2022;171
09023 Arcos;Todas las edades;Total;1 de enero de 2022;1.840
42025 Arcos de Jalón;Todas las edades;Total;1 de enero de 2022;1.507
11006 Arcos de la Frontera;Todas las edades;Total;1 de enero de 2022;30.953
49011 Arcos de la Polvorosa;Todas las edades;Total;1 de enero de 2022;220
